Identifiant;Enseigne;Adresse;Etat;ACTIVITE;Activité regroupée CCI;commerce zéro déchet;Secteur;ZFU;Quartier Politique de la ville;A vendre, A louer;geo_shape;geo_point_2d;latitude;longitude
47212;10K7;17 RUE DE LA VIGNE;OUV;;4;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.180713132698069, 50.70003896658132]}";50.7000389666,3.1807131327;50.7000389666;3.1807131327
51208;MON NUAGE;45 AVENUE JEAN BAPTISTE LEBAS;OUV;;5;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.170270560955512, 50.69267748000864]}";50.69267748,3.17027056096;50.69267748;3.17027056096
56409;IMMO COLMAR;1 BOULEVARD DE COLMAR;OUV;AU;8;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.189166485799933, 50.692401675784126]}";50.6924016758,3.1891664858;50.6924016758;3.1891664858
56009;;3 RUE NADAUD;OUV;;8;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.188669436095042, 50.693461733561215]}";50.6934617336,3.1886694361;50.6934617336;3.1886694361
66415;PNEU STATION;220  AVENUE DES NATIONS UNIES;OUV;GA;7;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.178735562404382, 50.69484636989836]}";50.6948463699,3.1787355624;50.6948463699;3.1787355624
61614;;2 PLACE CHAPTAL;DISPO;;8;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.1913610285405, 50.694964610795175]}";50.6949646108,3.19136102854;50.6949646108;3.19136102854
60013;;116B RUE DE L EPEULE;OUV;;5;;OUEST;O;;;"{""type"": ""Point"", ""coordinates"": [3.159759889859009, 50.689067059765115]}";50.6890670598,3.15975988986;50.6890670598;3.15975988986
61214;MALKI WAKIL;23 AVENUE DES NATIONS UNIES;OUV;SUSHI;6;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.183916703366822, 50.69308839207867]}";50.6930883921,3.18391670337;50.6930883921;3.18391670337
71214;;202 RUE DE LANNOY;DISPO;;;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.186420882192771, 50.68629875641965]}";50.6862987564,3.18642088219;50.6862987564;3.18642088219
67214;IMPRIMERIE LIENART;668 RUE DE LANNOY;OUV;;5;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.202523482805773, 50.67517123630284]}";50.6751712363,3.20252348281;50.6751712363;3.20252348281
81616;SWEET SHOP;23 RUE DE DROUOT;OUV;AU_INF;1;;NORD;O;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.179068967342278, 50.70058145813535]}";50.7005814581,3.17906896734;50.7005814581;3.17906896734
53610;ECO MARKET;126 BOULEVARD DE STRASBOURG;OUV;AU;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.186192476836319, 50.697527814910806]}";50.6975278149,3.18619247684;50.6975278149;3.18619247684
73614;LE MANGE DISQUE;20 RUE DES FABRICANTS;OUV;RT;6;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.172278370417716, 50.69023400701118]}";50.690234007,3.17227837042;50.690234007;3.17227837042
72014;AU FIL DES ROBES;174 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.193431637056395, 50.673760164378116]}";50.6737601644,3.19343163706;50.6737601644;3.19343163706
52858;LE FURET DU NORD;21 GRANDE RUE;OUV;;4;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177360985607186, 50.69263610673487]}";50.6926361067,3.17736098561;50.6926361067;3.17736098561
64414;PNEU CONFORT;71 RUE DE L'INDUSTRIE;OUV;GA;7;;OUEST;O;;;"{""type"": ""Point"", ""coordinates"": [3.165076189691455, 50.687126521389885]}";50.6871265214,3.16507618969;50.6871265214;3.16507618969
70014;EPISHOP;16 RUE MILN;OUV;AU_INF;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165743655635095, 50.68927384188921]}";50.6892738419,3.16574365564;50.6892738419;3.16574365564
90018;destcok prix;69 rue de l'Epeule;OUV;;3;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161599740198609, 50.69013501684378]}";50.6901350168,3.1615997402;50.6901350168;3.1615997402
90418;M B LAVAGE;39 Rue de la Rondelle, 59100, Roubaix, Nord, Hauts-de-France;OUV;GA;7;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172417090323258, 50.699331128034196]}";50.699331128,3.17241709032;50.699331128;3.17241709032
87618;;138 rue de Lannoy;PROJ;;8;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183907287287659, 50.68755907539397]}";50.6875590754,3.18390728729;50.6875590754;3.18390728729
89219;;38 Rue de Cartigny, 59100, Roubaix, Nord, Hauts-de-France;DISPO;;8;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.18721577644996, 50.70125101072023]}";50.7012510107,3.18721577645;50.7012510107;3.18721577645
84022;;112 RUE BOUCHER DE PERTHES;OUV;;7;;OUEST;;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.154547339559855, 50.69309720053077]}";50.6930972005,3.15454733956;50.6930972005;3.15454733956
81618;;RUE WINSTON CHURCHILL;DISPO;;8;;CENTRE;O;QPV RBX;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.179833019292026, 50.68976693721014]}";50.6897669372,3.17983301929;50.6897669372;3.17983301929
81623;;RUE WINSTON CHURCHILL;DISPO;;8;;CENTRE;O;QPV RBX;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.180268208231737, 50.68948316455395]}";50.6894831646,3.18026820823;50.6894831646;3.18026820823
82817;;62 RUE DE L ALOUETTE;DISPO;;8;;CENTRE;O;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.164163905463439, 50.694172495886775]}";50.6941724959,3.16416390546;50.6941724959;3.16416390546
81617;;RUE WINSTON CHURCHILL;DISPO;;8;;CENTRE;O;QPV RBX;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.179888339945719, 50.68982492317156]}";50.6898249232,3.17988833995;50.6898249232;3.17988833995
4812;;21 BIS GRAND RUE;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176604883003388, 50.692767447065116]}";50.6927674471,3.176604883;50.6927674471;3.176604883
484;;224 RUE DE LANNOY;DISPO;CAFE HOTEL RESTAURANT;8;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18722419149004, 50.68587782882037]}";50.6858778288,3.18722419149;50.6858778288;3.18722419149
218;MY DONUT;14 RUE DU GENERAL SARRAIL;OUV;AU;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172132875742082, 50.691623705319074]}";50.6916237053,3.17213287574;50.6916237053;3.17213287574
418;;207 BOULEVARD DE MULHOUSE;DISPO;;8;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.197816560664378, 50.687464008572206]}";50.6874640086,3.19781656066;50.6874640086;3.19781656066
48812;;2 BOULEVARD DE METZ;OUV;PIZZERIA;6;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.184113193671171, 50.701035314587976]}";50.7010353146,3.18411319367;50.7010353146;3.18411319367
70414;O BAS PRIX MABROUKI;135 BOULEVARD GAMBETTA;OUV;;1;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.184757893300008, 50.69270549354949]}";50.6927054935,3.1847578933;50.6927054935;3.1847578933
314;NAEL LOUNGE;17/19 RUE DE L EPEULE;PROJ;;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163069035519052, 50.69162047777733]}";50.6916204778,3.16306903552;50.6916204778;3.16306903552
54409;LES COLORISTES;12 RUE DE L'EPEULE;OUV;CF;5;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.162984517604029, 50.69191148748113]}";50.6919114875,3.1629845176;50.6919114875;3.1629845176
789;;41 BOULEVARD DU GENERAL LECLERC;PROJ;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177480068349102, 50.690372123124526]}";50.6903721231,3.17748006835;50.6903721231;3.17748006835
252;;15 RUE DE LA HALLE;OUV;ALIMENTAIRE;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.17684696370348, 50.69045097045676]}";50.6904509705,3.1768469637;50.6904509705;3.1768469637
45;ALIMENTATION GENERALE;101 RUE JOUFFROY;OUV;ALIMENTAIRE;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187172095180715, 50.682413696380806]}";50.6824136964,3.18717209518;50.6824136964;3.18717209518
3;DEMON;44 RUE MIRABEAU;OUV;AU;1;;CENTRE;N;N;;"{""type"": ""Point"", ""coordinates"": [3.165688410362343, 50.68260701057414]}";50.6826070106,3.16568841036;50.6826070106;3.16568841036
80;Ô GALO D'OURO;11 PLACE NADAUD;OUV;RT;6;N;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.187761633808832, 50.694213405858875]}";50.6942134059,3.18776163381;50.6942134059;3.18776163381
39;LE RITZ;100 RUE DU GRAND CHEMIN;OUV;AU;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1628007490438312, 50.69240620625569]}";50.6924062063,3.16280074904;50.6924062063;3.16280074904
109;AUTODISTRIBUTION DHENIN;116 AVENUE DES NATIONS UNIES;OUV;AUTRES TYPE DE SERVICES;7;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182715362061946, 50.69504287787128]}";50.6950428779,3.18271536206;50.6950428779;3.18271536206
6;HSBC;1 AVENUE JEAN BAPTISTE LEBAS;OUV;BA;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172348802022885, 50.69182618426525]}";50.6918261843,3.17234880202;50.6918261843;3.17234880202
71;L HACIENDA;109 AVENUE JEAN BAPTISTE LEBAS;OUV;;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167091881288469, 50.69398170328552]}";50.6939817033,3.16709188129;50.6939817033;3.16709188129
35;;100 BOULEVARD MONTESQUIEU;DISPO;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159331116528088, 50.68585002259877]}";50.6858500226,3.15933111653;50.6858500226;3.15933111653
100;LES HALLES MODERNES;114 BOULEVARD DE FOURMIES;OUV;BC;1;N;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.182308152244606, 50.67512376578097]}";50.6751237658,3.18230815224;50.6751237658;3.18230815224
31;TISSUS PAPI;10 RUE LA FONTAINE;OUV;EQUIPEMENT DE LA PERSONNE;2;O;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18729553223133, 50.685565584523516]}";50.6855655845,3.18729553223;50.6855655845;3.18729553223
77;SNACK DE L EUROPE;11 BOULEVARD BEAUREPAIRE;OUV;;6;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.189487858101235, 50.691220706414114]}";50.6912207064,3.1894878581;50.6912207064;3.1894878581
83;ILLIMITY SUN;11 RUE DU GENERAL SARRAIL;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172374837575341, 50.69155434125073]}";50.6915543413,3.17237483758;50.6915543413;3.17237483758
85;;110  RUE VOLTAIRE;OUV;CAFE HOTEL RESTAURANT;6;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.17806224921855, 50.703439750631006]}";50.7034397506,3.17806224922;50.7034397506;3.17806224922
17;BOUCHERIE ORIENTALE;1 PLACE DU PROGRES;OUV;BC;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.178039994000814, 50.70360886570578]}";50.7036088657,3.178039994;50.7036088657;3.178039994
59;COIFFEUR SAMIR;106 AVENUE JEAN BAPTISTE LEBAS;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165535784375853, 50.694866469327664]}";50.6948664693,3.16553578438;50.6948664693;3.16553578438
86;FORMULE 1;110 AVENUE DES NATIONS UNIES;OUV;;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182977051809125, 50.69484590656793]}";50.6948459066,3.18297705181;50.6948459066;3.18297705181
99;RESOLVE PC;114 AVENUE JEAN BAPTISTE LEBAS;OUV;Au;4;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16499354424788, 50.69510001313597]}";50.6951000131,3.16499354425;50.6951000131;3.16499354425
65;O POULET BRAISÉ;107 RUE DE L EPEULE;OUV;BOUCHERIE;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.160591266934806, 50.689520272417965]}";50.6895202724,3.16059126693;50.6895202724;3.16059126693
96;MINI MARKET;112 RUE DE LA VIGNE;OUV;ALIMENTAIRE;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.184536214463757, 50.70097578879518]}";50.7009757888,3.18453621446;50.7009757888;3.18453621446
23;;1 RUE PIERRE MOTTE;DISPO;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.175632180024684, 50.69100868729828]}";50.6910086873,3.17563218002;50.6910086873;3.17563218002
10;PHARMACIE DE PARIS;1 BOULEVARD DU GENERAL DE GAULLE;OUV;PH;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.174954350297162, 50.68735092101536]}";50.687350921,3.1749543503;50.687350921;3.1749543503
172;ALIMENTATION CHEZ OUZAMMAD;13 RUE JULES GUESDE;OUV;AU_INF;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.180053978152789, 50.68127273240584]}";50.6812727324,3.18005397815;50.6812727324;3.18005397815
191;LA FLORENTINE;135 BOULEVARD DE FOURMIES;OUV;BO;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.183261254870931, 50.674865266111695]}";50.6748652661,3.18326125487;50.6748652661;3.18326125487
223;LE CYRANO;140 RUE DE LANNOY;OUV;CAFE HOTEL RESTAURANT;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183944269671821, 50.687532415815774]}";50.6875324158,3.18394426967;50.6875324158;3.18394426967
141;AUTO PERMIS;123 RUE DE LANNOY;OUV;AUTRES TYPE DE SERVICES;7;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184419647737375, 50.68737322728826]}";50.6873732273,3.18441964774;50.6873732273;3.18441964774
180;;131 RUE DE LANNOY;DISPO;;8;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184658638240953, 50.68725973090492]}";50.6872597309,3.18465863824;50.6872597309;3.18465863824
206;AUX FRUITS DE LA PASSION;138 RUE DE L ALMA;OUV;ALIMENTAIRE;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167808296423805, 50.69827857938965]}";50.6982785794,3.16780829642;50.6982785794;3.16780829642
177;DISTRI FOOD;130 RUE DE CARTIGNY;OUV;AUTRES TYPE DE SERVICES;7;;NORD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.190659254465589, 50.70127403528515]}";50.7012740353,3.19065925447;50.7012740353;3.19065925447
136;L'AZIZA;122 RUE DE L EPEULE;OUV;BO;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159909277898539, 50.68920068929462]}";50.6892006893,3.1599092779;50.6892006893;3.1599092779
195;LA MAISON DU VIN;135 RUE EDOUARD VAILLANT;OUV;ALIMENTAIRE;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.173768568422021, 50.67352595209853]}";50.6735259521,3.17376856842;50.6735259521;3.17376856842
162;CABINET SANDEVOIR;12B GRAND PLACE;OUV;;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173118013004438, 50.69118699322203]}";50.6911869932,3.173118013;50.6911869932;3.173118013
143;M COUSCOUS;124 RUE DE L EPEULE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.15985341494388, 50.68914015201408]}";50.689140152,3.15985341494;50.689140152;3.15985341494
116;PRESSE DU PARC;118 BOULEVARD DU GENERAL DE GAULLE;OUV;LJ;4;;CENTRE;N;N;;"{""type"": ""Point"", ""coordinates"": [3.167463804949729, 50.681412839482284]}";50.6814128395,3.16746380495;50.6814128395;3.16746380495
221;O NATUR'L;140 RUE DE CARTIGNY;OUV;;2;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.191985640212021, 50.701406919110376]}";50.7014069191,3.19198564021;50.7014069191;3.19198564021
164;ESPRIT BAMINTON;13 AVENUE JEAN BAPTISTE LEBAS;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.171881672820432, 50.69202286460896]}";50.6920228646,3.17188167282;50.6920228646;3.17188167282
128;;120 RUE D ISLY;DISPO;;8;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.161862188038136, 50.68514854990577]}";50.6851485499,3.16186218804;50.6851485499;3.16186218804
176;BEAUTY ACCES;130 RUE DE CARTIGNY;OUV;PB;5;;NORD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.190659254465589, 50.70127403528515]}";50.7012740353,3.19065925447;50.7012740353;3.19065925447
189;SNACK FACE;134 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167689902394953, 50.69820618000016]}";50.69820618,3.16768990239;50.69820618;3.16768990239
246;BILAL SUPER MARKET;15 AVENUE DES NATIONS UNIES;OUV;BC;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184083799109576, 50.69289877694363]}";50.6928987769,3.18408379911;50.6928987769;3.18408379911
284;;160 RUE DE L ALMA;DISPO;;8;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168533607426819, 50.69876923513608]}";50.6987692351,3.16853360743;50.6987692351;3.16853360743
270;NVR FOOD MARKET;159 BOULEVARD DE FOURMIES;OUV;RR;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.184143075011758, 50.67437056609519]}";50.6743705661,3.18414307501;50.6743705661;3.18414307501
312;;15 RUE JULES GUESDE;DISPO;;;;SUD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.180148879414003, 50.68145858109645]}";50.6814585811,3.18014887941;50.6814585811;3.18014887941
269;;155 RUE DECREME;DISPO;;8;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.181866546748716, 50.685799042977024]}";50.685799043,3.18186654675;50.685799043;3.18186654675
305;CORBILLON;169 TER GRANDE RUE;OUV;ELECT;3;O;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184648070508014, 50.69352461157695]}";50.6935246116,3.18464807051;50.6935246116;3.18464807051
243;COIFFURE EYK;149 RUE JULES GUESDE;OUV;CF;5;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183985198587016, 50.684948471204585]}";50.6849484712,3.18398519859;50.6849484712;3.18398519859
340;;182 BOULEVARD DE MULHOUSE;DISPO;;8;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.197372565611917, 50.687063317963506]}";50.687063318,3.19737256561;50.687063318;3.19737256561
342;NORD DISCOUNT;183 RUE DE LANNOY;OUV;ALIMENTAIRE;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187402221442766, 50.685914599052325]}";50.6859145991,3.18740222144;50.6859145991;3.18740222144
307;BY MODE CAPRICIEUSE;17 AVENUE D ALSACE;OUV;prêt à porter  femme;2;;OUEST;N;N;;"{""type"": ""Point"", ""coordinates"": [3.162836349265613, 50.698656947114856]}";50.6986569471,3.16283634927;50.6986569471;3.16283634927
244;MOUBARAK BOUCHERIE;149B RUE DE L EPEULE;OUV;BC;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159334641833177, 50.68853149956238]}";50.6885314996,3.15933464183;50.6885314996;3.15933464183
279;PIZZA PIZZ'OH;16 PLACE DE LA GARE;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164198115027662, 50.69564689253256]}";50.6956468925,3.16419811503;50.6956468925;3.16419811503
259;INSTITUT 151;151 BOULEVARD DE FOURMIES;OUV;PB;5;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.183780754540156, 50.67456468511267]}";50.6745646851,3.18378075454;50.6745646851;3.18378075454
241;BONBEC;149 RUE DE L EPEULE;OUV;ALIMENTAIRE;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159390476656804, 50.68857737078725]}";50.6885773708,3.15939047666;50.6885773708;3.15939047666
251;L' ARCHE;15 RUE DE L OUEST;OUV;débits de boissons;6;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.16020793655585, 50.69438619698868]}";50.694386197,3.16020793656;50.694386197;3.16020793656
311;LE KARL;17 RUE DU VIEIL ABREUVOIR;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172969170096113, 50.69220531137093]}";50.6922053114,3.1729691701;50.6922053114;3.1729691701
328;PHARMACIE DE L'EPEULE ST CLAIRE;178 RUE DE L EPEULE;OUV;PH;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.158334701401811, 50.68771718830299]}";50.6877171883,3.1583347014;50.6877171883;3.1583347014
289;STARTER AUTO PIÈCES;162 RUE DE L EPEULE;OUV;AU;7;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.158621323212657, 50.68813331556947]}";50.6881333156,3.15862132321;50.6881333156;3.15862132321
430;;21 RUE PIERRE MOTTE;PROJ;EQUIPEMENT DE LA MAISON;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.176598249010706, 50.69098080273009]}";50.6909808027,3.17659824901;50.6909808027;3.17659824901
379;PHARMACIE DE LA REPUBLIQUE;2 BOULEVARD DE LA REPUBLIQUE;OUV;PH;5;;NORD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.161240320520956, 50.70045559237294]}";50.7004555924,3.16124032052;50.7004555924;3.16124032052
345;EL BARAKA BOUCHERIE;185 RUE DE LANNOY;OUV;BC;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187472482653592, 50.685872027339464]}";50.6858720273,3.18747248265;50.6858720273;3.18747248265
362;SOUNNA SHOP;190 RUE DE LANNOY;OUV;EQUIPEMENT DE LA MAISON;3;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.186082466653918, 50.68646166757484]}";50.6864616676,3.18608246665;50.6864616676;3.18608246665
363;ÇA M'VA BIEN;195B RUE DE LANNOY;OUV;;5;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187745273102146, 50.6856999012766]}";50.6856999013,3.1877452731;50.6856999013;3.1877452731
367;TOASTY BURGER;197 RUE DE LANNOY;OUV;CAFE HOTEL RESTAURANT;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187797128434688, 50.68567428048083]}";50.6856742805,3.18779712843;50.6856742805;3.18779712843
385;PHARMACIE DE LA FRATERNITE;4 PLACE DE LA FRATERNITE;OUV;PH;5;;EST;O;N;;"{""type"": ""Point"", ""coordinates"": [3.193409525714008, 50.68222594136989]}";50.6822259414,3.19340952571;50.6822259414;3.19340952571
421;LE BREDA;208B RUE DE LANNOY;OUV;CAFE HOTEL RESTAURANT;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1866746414839042, 50.6861751304425]}";50.6861751304,3.18667464148;50.6861751304;3.18667464148
422;BOUCHERIE DE LANNOY;209 RUE JULES GUESDE;OUV;BC;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.186961597216132, 50.68642034764709]}";50.6864203476,3.18696159722;50.6864203476;3.18696159722
476;SALON HABIB;22 RUE DE CONDE;OUV;SERVICES A LA PERSONNE;5;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.19226092152479, 50.688809696304894]}";50.6888096963,3.19226092152;50.6888096963;3.19226092152
436;INDIEN JALDI;212 BOULEVARD DE FOURMIES;OUV;RR;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.186878872642907, 50.672769884343104]}";50.6727698843,3.18687887264;50.6727698843;3.18687887264
442;OZ;215 RUE LACROIX;OUV;CAFE HOTEL RESTAURANT;6;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.182035973376271, 50.69972384691373]}";50.6997238469,3.18203597338;50.6997238469;3.18203597338
426;;21 RUE DE LA HALLE;DISPO;AUTRES TYPE DE SERVICES;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.176913876710917, 50.69034072330772]}";50.6903407233,3.17691387671;50.6903407233;3.17691387671
486;CROUTI CHAUD;226  RUE DE LILLE;OUV;ALIMENTAIRE;1;;OUEST;N;N;;"{""type"": ""Point"", ""coordinates"": [3.162877016654151, 50.683754924436066]}";50.6837549244,3.16287701665;50.6837549244;3.16287701665
373;PHARMACIE DE L HOMMELET;198 TER RUE DE L HOMMELET;OUV;PH;5;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18063383279667, 50.699376627836706]}";50.6993766278,3.1806338328;50.6993766278;3.1806338328
402;COURTAGE D'ASSURANCE;20 PLACE DE LA LIBERTE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.17852775443619, 50.691821107183166]}";50.6918211072,3.17852775444;50.6918211072;3.17852775444
387;STAR BREAK;2  BIS PLACE DE LA LIBERTÉ;OUV;RR;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.1780974849762442, 50.69226984007689]}";50.6922698401,3.17809748498;50.6922698401;3.17809748498
393;LE MARIN;2 RUE DES ARTS;OUV;DB;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.169437254034601, 50.68611367071112]}";50.6861136707,3.16943725403;50.6861136707;3.16943725403
354;MATMUT;19 GRANDE RUE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176388564197758, 50.692164945396776]}";50.6921649454,3.1763885642;50.6921649454;3.1763885642
625;PAUL;26 PLACE DE LA LIBERTE;OUV;BO;1;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178769296289766, 50.691605987885204]}";50.6916059879,3.17876929629;50.6916059879;3.17876929629
602;coviha association portugaise;244 RUE DE L ALMA;OUV;DB;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.170946347795375, 50.700781881739914]}";50.7007818817,3.1709463478;50.7007818817;3.1709463478
588;SIGNORINA;237 GRANDE RUE;OUV;VET;2;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.188269391637704, 50.69412317584958]}";50.6941231758,3.18826939164;50.6941231758;3.18826939164
592;BANQUE BNP;24 GRAND PLACE;OUV;BA;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.175384503233136, 50.691425289132624]}";50.6914252891,3.17538450323;50.6914252891;3.17538450323
578;CAFE JEAN;230 BOULEVARD GAMBETTA;OUV;RT;6;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.187909295758875, 50.69275254520593]}";50.6927525452,3.18790929576;50.6927525452;3.18790929576
664;AUX DELICES DE LA MEDITERRANEE;288 RUE DE LANNOY;OUV;BO;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.189183171207537, 50.6847369769784]}";50.684736977,3.18918317121;50.684736977;3.18918317121
593;PODOLOGUE;24 GRANDE RUE;OUV;AU;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.176383558127361, 50.69206387127434]}";50.6920638713,3.17638355813;50.6920638713;3.17638355813
